,year,month,day,dotw,start_hour,start_minute,end_hour,end_minute,event,value,units,caregiver
1224,2020,10,2,,8,15,NA,NA,bowel,,,kc
1225,2020,10,2,,10,15,NA,NA,dry,,,ap
1226,2020,10,2,,11,48,NA,NA,wet,,,ap
1227,2020,10,2,,13,40,NA,NA,wet,,,ap
1228,2020,10,2,,15,2,NA,NA,wet,,,ap
1229,2020,10,2,,10,57,11,46,nap,,,ap
1230,2020,1,21,,8,20,NA,NA,wet,,,ap
1231,2020,1,21,,10,15,NA,NA,dry,,,ap
1232,2020,1,21,,12,25,NA,NA,wet,,,kc
1233,2020,1,21,,14,20,NA,NA,wet,,,ap
1234,2020,1,21,,8,25,NA,NA,water,,,ap
1235,2020,1,21,,9,40,NA,NA,water,,,ap
1236,2020,1,21,,10,50,NA,NA,water,,,ap
1237,2020,1,21,,13,0,NA,NA,bottle,1,oz,ap
1238,2020,1,21,,11,5,12,20,nap,,,ap
1239,2020,2,21,,8,30,NA,NA,wet,,,ap
1240,2020,2,21,,10,10,NA,NA,bowel,,,ap
1241,2020,2,21,,12,45,NA,NA,wet,,,ap
1242,2020,2,21,,14,46,NA,NA,wet,,,kc
1243,2020,2,21,,9,20,NA,NA,bottle,2,oz,ap
1244,2020,2,21,,11,5,NA,NA,water,,,ap
1245,2020,2,21,,13,10,NA,NA,bottle,2,oz,ap
1246,2020,2,21,,11,25,12,8,nap,,,ap
1247,2020,2,6,,8,10,NA,NA,wet,,,ap
1248,2020,2,6,,10,5,NA,NA,bowel,,,ap
1249,2020,2,6,,9,25,NA,NA,bottle,3,oz,ap
1250,2020,2,6,,11,0,NA,NA,bottle,3,oz,ap
1251,2020,2,24,,8,20,NA,NA,wet,,,ap
1252,2020,2,24,,10,20,NA,NA,wet,,,kc
1253,2020,2,24,,13,30,NA,NA,wet,,,kc
1254,2020,2,24,,8,0,NA,NA,bottle,3,oz,kc
1255,2020,2,24,,11,0,NA,NA,bottle,3,oz,kc
1256,2020,2,24,,13,30,NA,NA,water,,,kc
1257,2020,2,24,,11,20,13,20,nap,,,kc
1258,2020,1,28,,8,10,NA,NA,wet,,,ap
1259,2020,1,28,,10,5,NA,NA,bowel,,,ap
1260,2020,1,28,,12,40,NA,NA,wet,,,ap
1261,2020,1,28,,14,15,NA,NA,dry,,,ap
1262,2020,1,28,,10,10,NA,NA,bottle,2,oz,ap
1263,2020,1,28,,11,10,NA,NA,bottle,1,oz,ap
1264,2020,1,28,,14,50,NA,NA,water,,,ap
1265,2020,1,28,,11,15,12,20,nap,,,ap
1266,2020,1,30,,8,20,NA,NA,wet,,,kc
1267,2020,1,30,,10,20,NA,NA,wet,,,kc
1268,2020,1,30,,12,32,NA,NA,wet,,,kc
1269,2020,1,30,,14,34,NA,NA,dry,,,kc
1270,2020,1,30,,8,50,NA,NA,bottle,3,oz,kc
1271,2020,1,30,,10,50,NA,NA,water,,,kc
1272,2020,1,30,,12,30,NA,NA,bottle,3,oz,kc
1273,2020,1,30,,14,12,NA,NA,bottle,3,oz,kc
1274,2020,1,30,,11,5,12,29,nap,,,kc
1275,2020,1,23,,7,14,NA,NA,wet,,,kc
1276,2020,1,23,,9,0,NA,NA,wet,,,ac
1277,2020,1,23,,10,30,NA,NA,wet,,,kc
1278,2020,1,23,,13,0,NA,NA,bowel,,,kc
1279,2020,1,23,,11,0,NA,NA,water,,,kc
1280,2020,1,23,,13,30,NA,NA,bottle,3,oz,kc
1281,2020,1,23,,11,10,12,50,nap,,,kc
1282,2020,1,17,,7,33,NA,NA,bowel,,,kc
1283,2020,1,17,,9,10,NA,NA,dry,,,ap
1284,2020,1,17,,10,30,NA,NA,wet,,,kc
1285,2020,1,17,,13,17,NA,NA,wet,,,kc
1286,2020,1,17,,14,5,NA,NA,wet,,,kc
1287,2020,1,17,,13,45,NA,NA,water,,,kc
1288,2020,1,17,,14,21,NA,NA,water,,,kc
1289,2020,1,17,,11,30,13,0,nap,,,kc
1290,2020,1,27,,8,30,NA,NA,wet,,,ap
1291,2020,1,27,,10,10,NA,NA,dry,,,ap
1292,2020,1,27,,12,20,NA,NA,wet,,,ap
1293,2020,1,27,,14,0,NA,NA,wet,,,ap
1294,2020,1,27,,9,40,NA,NA,water,,,ap
1295,2020,1,27,,10,50,NA,NA,water,,,ap
1296,2020,1,27,,14,10,NA,NA,bottle,2,oz,ap
1297,2020,1,27,,11,10,12,15,nap,,,ap
1298,2020,1,31,,8,45,NA,NA,wet,,,ap
1299,2020,1,31,,10,30,NA,NA,wet,,,ap
1300,2020,1,31,,12,50,NA,NA,wet,,,ap
1301,2020,1,31,,14,35,NA,NA,dry,,,ap
1302,2020,1,31,,8,10,NA,NA,water,,,ap
1303,2020,1,31,,11,0,NA,NA,water,,,ap
1304,2020,1,31,,14,15,NA,NA,water,,,ap
1305,2020,1,31,,11,17,12,30,nap,,,ap
1306,2020,2,28,,8,15,NA,NA,wet,,,ij
1307,2020,2,28,,10,20,NA,NA,wet,,,ap
1308,2020,2,28,,12,25,NA,NA,wet,,,ap
1309,2020,2,28,,14,5,NA,NA,wet,,,ap
1310,2020,2,28,,9,20,NA,NA,bottle,2,oz,ap
1311,2020,2,28,,10,50,NA,NA,water,,,ap
1312,2020,2,28,,12,35,NA,NA,bottle,3,oz,ap
1313,2020,2,28,,11,15,12,3,nap,,,ap
1314,2020,1,29,,8,10,NA,NA,wet,,,kc
1315,2020,1,29,,9,10,NA,NA,bowel,,,hannah
1316,2020,1,29,,10,11,NA,NA,wet,,,kc
1317,2020,1,29,,11,50,NA,NA,wet,,,ap
1318,2020,1,29,,13,59,NA,NA,dry,,,kc
1319,2020,1,29,,14,17,NA,NA,wet,,,kc
1320,2020,1,29,,9,50,NA,NA,water,,,kc
1321,2020,1,29,,12,31,NA,NA,bottle,4,oz,kc
1322,2020,1,29,,14,0,NA,NA,bottle,2,oz,kc
1323,2020,1,29,,11,15,11,45,nap,,,ap
1324,2020,2,12,,8,15,NA,NA,wet,,,ap
1325,2020,2,12,,10,15,NA,NA,wet,,,kc
1326,2020,2,12,,13,10,NA,NA,wet,,,kc
1327,2020,2,12,,11,0,NA,NA,bottle,3,oz,kc
1328,2020,2,12,,13,6,NA,NA,bottle,3,oz,kc
1329,2020,2,12,,14,0,NA,NA,water,,,kc
1330,2020,2,12,,11,20,13,0,nap,,,kc
1331,2020,3,4,,8,20,NA,NA,wet,,,ap
1332,2020,3,4,,10,50,NA,NA,wet,,,kc
1333,2020,3,4,,13,8,NA,NA,wet,,,kc
1334,2020,3,4,,15,0,NA,NA,wet,,,kc
1335,2020,3,4,,9,0,NA,NA,bottle,3,oz,kc
1336,2020,3,4,,11,0,NA,NA,bottle,2,oz,kc
1337,2020,3,4,,14,0,NA,NA,water,,,kc
1338,2020,3,4,,11,20,13,6,nap,,,kc
1339,2020,2,17,,8,10,NA,NA,wet,,,ap
1340,2020,2,17,,10,40,NA,NA,wet,,,ij
1341,2020,2,17,,13,50,NA,NA,wet,,,ij
1342,2020,2,17,,14,30,NA,NA,wet,,,kc
1343,2020,2,17,,8,0,NA,NA,bottle,3,oz,ap
1344,2020,2,17,,11,0,NA,NA,bottle,3,oz,ij
1345,2020,2,17,,14,9,NA,NA,water,,,ij
1346,2020,2,17,,11,20,13,20,nap,,,ij
1347,2021,1,25,,8,30,NA,NA,wet,,,ap
1348,2021,1,25,,10,45,NA,NA,wet,,,jd
1349,2021,1,25,,14,0,NA,NA,wet,,,jd
1350,2021,1,25,,14,55,NA,NA,dry,,,mb
1351,2021,1,25,,11,30,13,0,nap,,,mb
1352,2021,1,29,,8,0,NA,NA,wet,,,jd
1353,2021,1,29,,9,35,NA,NA,bowel,,,aym
1354,2021,1,29,,10,29,NA,NA,bowel,,,aym
1355,2021,1,29,,13,5,NA,NA,wet,,,aym
1356,2021,1,29,,11,30,13,0,nap,,,aym
